n,grad_frac,curl_frac,curl_energy,order_agreement,ties,min_abs_A,sd_psi,rms_A,cycles,triangles,cycle_frac,pool,q,replicate
8,0.9969483613023737,0.07806385140711126,0.006093964896511548,1.0,0,0.003739855006832715,0.019050426273032616,0.028889698228628864,0,56,0.0,control:maxmatched,11,5
8,0.980409890385025,0.1969681365988499,0.038796446835223194,1.0,0,0.0015293851802354874,0.008698363751290131,0.013413461057630943,0,56,0.0,control:maxmatched,11,6
8,0.9961921490972648,0.0871848729824881,0.007601202076972583,1.0,0,0.003021935870080261,0.013966416060406429,0.021195947351653813,0,56,0.0,control:maxmatched,11,7
16,0.9980327170446378,0.06269526065419893,0.003930695708497945,0.9833333333333333,0,0.0003454113467692421,0.023796329608774047,0.03482527520380058,0,560,0.0,arithmetic,11,0
16,0.996869148328447,0.07906896427117678,0.006251901110916629,0.9916666666666667,0,0.00011818429829735244,0.015965565849238406,0.023392439749657244,0,560,0.0,arithmetic,11,1
16,0.9972538348156869,0.07405936095731934,0.005484788945406517,0.975,0,9.92658031669924e-05,0.01691303864763602,0.024771099620065552,0,560,0.0,arithmetic,11,2
16,0.9980850531904949,0.0618565000442703,0.003826226597726811,0.975,0,0.0003454113467692421,0.014790517901836319,0.02164438195221572,0,560,0.0,arithmetic,11,3
16,0.9939269325828034,0.11004204962894658,0.012109252686539541,0.9833333333333333,0,7.361391122340244e-05,0.014328150801733245,0.02105547505670723,0,560,0.0,arithmetic,11,4
16,0.9988904213945846,0.04709486220543821,0.0022179260461492123,0.975,0,0.00043006534803913254,0.022520082595407942,0.032929223520269474,0,560,0.0,arithmetic,11,5
16,0.9977334669336435,0.06728988750601247,0.004527928960571813,0.975,0,0.0005179062635236598,0.01601908848219986,0.023450527696105547,0,560,0.0,arithmetic,11,6
16,0.9985035966558111,0.0546860810939062,0.002990567465409285,1.0,0,0.001459738996092641,0.028293804756002437,0.04138767960219024,0,560,0.0,arithmetic,11,7
16,0.9922170216438446,0.12452060857632438,0.01550538196021819,0.9333333333333333,0,5.307580054603189e-05,0.017407193400540834,0.025624266413102264,2,560,0.0035714285714285713,control:loose,11,0
16,0.9892466137212971,0.1462570929594415,0.02139113724094671,0.9583333333333334,0,0.0002521723646308205,0.013758939827566494,0.02031466938276881,0,560,0.0,control:loose,11,1
16,0.987674216117985,0.15652361743751053,0.02449964281572415,0.9666666666666667,0,4.8562283515130034e-05,0.013090645761436613,0.019358723376161548,1,560,0.0017857142857142857,control:loose,11,2
16,0.9915997874595315,0.1293439658824947,0.016729861510211955,0.9833333333333333,0,0.00028692283517084416,0.016982542120224497,0.025014719367402533,1,560,0.0017857142857142857,control:loose,11,3
16,0.9946860138916124,0.1029550084668785,0.010599733768415023,0.9416666666666667,0,5.46094137784392e-05,0.01750357431262233,0.02570218770305248,1,560,0.0017857142857142857,control:loose,11,4
16,0.9901667297342512,0.1398922704347102,0.019569847327378095,0.9583333333333334,0,0.0004545391734487314,0.012670377093431237,0.01869005461475928,0,560,0.0,control:loose,11,5
16,0.9871686033395044,0.15968139710289417,0.025498148580732172,0.975,0,1.513733299507436e-05,0.011501859616051935,0.01701790472578535,0,560,0.0,control:loose,11,6
16,0.9948790128540446,0.1010729923498951,0.010215749782561954,0.9666666666666667,0,0.0004122161990410822,0.017854701632079202,0.02621269578863198,0,560,0.0,control:loose,11,7
16,0.9975687861670884,0.06968871404410967,0.004856516865121689,1.0,0,0.00043837426885007247,0.016782317275550556,0.02457188280545112,0,560,0.0,control:m2matched,11,0
16,0.9946030409308744,0.10375351064449367,0.010764790971057061,1.0,0,0.00015643825836098024,0.012345030092139529,0.018128911538996827,0,560,0.0,control:m2matched,11,1
16,0.9937390876576185,0.11172567145201749,0.012482625661404156,1.0,0,0.00025374353414586714,0.014311991952535266,0.021035704931934972,0,560,0.0,control:m2matched,11,2
16,0.99514121826007,0.098457888053034,0.009693955719863777,0.9916666666666667,0,0.00014991906210926054,0.014560046400650733,0.021370141793280395,0,560,0.0,control:m2matched,11,3
16,0.997215701045944,0.07457107741910621,0.005560845587446332,1.0,0,0.00019389377662837326,0.014289938459731694,0.020930066601896453,0,560,0.0,control:m2matched,11,4
16,0.9976238307821486,0.06889624268094018,0.0047466922555510025,0.9833333333333333,0,0.00010178179378450558,0.015076665040835479,0.02207332872375594,0,560,0.0,control:m2matched,11,5
16,0.9978952964400508,0.06484579664729974,0.00420497734282295,1.0,0,0.00013472546029213994,0.01910000069807878,0.02795617607852081,0,560,0.0,control:m2matched,11,6
16,0.9982499564738675,0.05913564407294308,0.003497024399921808,0.975,0,0.0004692387925409047,0.019943978193126394,0.029181112865031996,0,560,0.0,control:m2matched,11,7
16,0.9970855983554762,0.07629095327823619,0.005820309552102017,0.9916666666666667,0,8.816090308094715e-05,0.017501744131832416,0.02563765189935931,0,560,0.0,control:marginal,11,0
16,0.9960590544243982,0.08869250306070878,0.007866360099173835,1.0,0,8.936138335680077e-05,0.014240885093900365,0.020882440574505345,0,560,0.0,control:marginal,11,1
16,0.9932361145046886,0.11611210463870159,0.013482020843628786,0.9916666666666667,0,0.0005988315241209907,0.011730506264187614,0.017250179282376148,0,560,0.0,control:marginal,11,2
16,0.9927055942697187,0.1205636890013097,0.014535603105604524,1.0,0,0.0013317573876926447,0.011047607690348453,0.016254631714646653,0,560,0.0,control:marginal,11,3
16,0.9964068767860328,0.08469554825080103,0.007173335893503765,1.0,0,0.00024698327758199135,0.013643182625796375,0.019999002561188767,0,560,0.0,control:marginal,11,4
16,0.9951040460822986,0.09883287646647936,0.00976793747063837,0.975,0,0.0005276366955022649,0.01646688678550187,0.02416976162392083,0,560,0.0,control:marginal,11,5
16,0.9982642379869803,0.05889406724173071,0.0034685111562734986,1.0,0,0.00043355098913866463,0.016470054214924687,0.02409788209993607,0,560,0.0,control:marginal,11,6
