family,size,t,lambda_min,t_star
greedy40,40,9.170775e-01,-5.612656080e-02,16.713364198
greedy40,40,9.493877e-01,-5.789162715e-02,16.713364198
greedy40,40,9.828363e-01,-5.970423364e-02,16.713364198
greedy40,40,1.017463e+00,-6.156506713e-02,16.713364198
greedy40,40,1.053310e+00,-6.347477442e-02,16.713364198
greedy40,40,1.090420e+00,-6.543395693e-02,16.713364198
greedy40,40,1.128838e+00,-6.744316491e-02,16.713364198
greedy40,40,1.168609e+00,-6.950289137e-02,16.713364198
greedy40,40,1.209781e+00,-7.161356541e-02,16.713364198
greedy40,40,1.252404e+00,-7.377554523e-02,16.713364198
greedy40,40,1.296528e+00,-7.598911051e-02,16.713364198
greedy40,40,1.342207e+00,-7.825445441e-02,16.713364198
greedy40,40,1.389495e+00,-8.057167493e-02,16.713364198
greedy40,40,1.438450e+00,-8.294076573e-02,16.713364198
greedy40,40,1.489129e+00,-8.536160640e-02,16.713364198
greedy40,40,1.541594e+00,-8.783395209e-02,16.713364198
greedy40,40,1.595907e+00,-9.035742244e-02,16.713364198
greedy40,40,1.652133e+00,-9.293148997e-02,16.713364198
greedy40,40,1.710341e+00,-9.555546766e-02,16.713364198
greedy40,40,1.770599e+00,-9.822849589e-02,16.713364198
greedy40,40,1.832981e+00,-1.009495286e-01,16.713364198
greedy40,40,1.897560e+00,-1.037173187e-01,16.713364198
greedy40,40,1.964414e+00,-1.065304029e-01,16.713364198
greedy40,40,2.033624e+00,-1.093870851e-01,16.713364198
greedy40,40,2.105272e+00,-1.122854200e-01,16.713364198
greedy40,40,2.179445e+00,-1.152231949e-01,16.713364198
greedy40,40,2.256230e+00,-1.181979112e-01,16.713364198
greedy40,40,2.335721e+00,-1.212067651e-01,16.713364198
greedy40,40,2.418013e+00,-1.242466272e-01,16.713364198
greedy40,40,2.503204e+00,-1.273140213e-01,16.713364198
greedy40,40,2.591396e+00,-1.304051026e-01,16.713364198
greedy40,40,2.682696e+00,-1.335156349e-01,16.713364198
greedy40,40,2.777212e+00,-1.366409674e-01,16.713364198
greedy40,40,2.875058e+00,-1.397760100e-01,16.713364198
greedy40,40,2.976351e+00,-1.429152087e-01,16.713364198
greedy40,40,3.081214e+00,-1.460525201e-01,16.713364198
greedy40,40,3.189770e+00,-1.491813852e-01,16.713364198
greedy40,40,3.302151e+00,-1.522947031e-01,16.713364198
greedy40,40,3.418492e+00,-1.553848037e-01,16.713364198
greedy40,40,3.538932e+00,-1.584434209e-01,16.713364198
greedy40,40,3.663615e+00,-1.614616652e-01,16.713364198
greedy40,40,3.792690e+00,-1.644299969e-01,16.713364198
greedy40,40,3.926313e+00,-1.673381984e-01,16.713364198
greedy40,40,4.064644e+00,-1.701753487e-01,16.713364198
greedy40,40,4.207849e+00,-1.729297966e-01,16.713364198
greedy40,40,4.356099e+00,-1.755891367e-01,16.713364198
greedy40,40,4.509572e+00,-1.781401857e-01,16.713364198
greedy40,40,4.668452e+00,-1.805689599e-01,16.713364198
greedy40,40,4.832930e+00,-1.828606558e-01,16.713364198
greedy40,40,5.003203e+00,-1.849996324e-01,16.713364198
greedy40,40,5.179475e+00,-1.869693963e-01,16.713364198
greedy40,40,5.361957e+00,-1.887525902e-01,16.713364198
greedy40,40,5.550868e+00,-1.903309859e-01,16.713364198
greedy40,40,5.746435e+00,-1.916854808e-01,16.713364198
greedy40,40,5.948892e+00,-1.927961006e-01,16.713364198
greedy40,40,6.158482e+00,-1.936420073e-01,16.713364198
greedy40,40,6.375456e+00,-1.942015144e-01,16.713364198
greedy40,40,6.600075e+00,-1.944521093e-01,16.713364198
greedy40,40,6.832607e+00,-1.943704851e-01,16.713364198
greedy40,40,7.073332e+00,-1.939325808e-01,16.713364198
greedy40,40,7.322538e+00,-1.931136341e-01,16.713364198
greedy40,40,7.580524e+00,-1.918882450e-01,16.713364198
greedy40,40,7.847600e+00,-1.902304538e-01,16.713364198
greedy40,40,8.124085e+00,-1.881138341e-01,16.713364198
greedy40,40,8.410311e+00,-1.855116028e-01,16.713364198
greedy40,40,8.706621e+00,-1.823967494e-01,16.713364198
greedy40,40,9.013370e+00,-1.787421868e-01,16.713364198
greedy40,40,9.330927e+00,-1.745209262e-01,16.713364198
greedy40,40,9.659673e+00,-1.697062798e-01,16.713364198
greedy40,40,1.000000e+01,-1.642720942e-01,16.713364198
greedy40,40,1.035232e+01,-1.581930210e-01,16.713364198
greedy40,40,1.071705e+01,-1.514448287e-01,16.713364198
greedy40,40,1.109463e+01,-1.440047648e-01,16.713364198
greedy40,40,1.148551e+01,-1.358519785e-01,16.713364198
greedy40,40,1.189017e+01,-1.269680154e-01,16.713364198
greedy40,40,1.230908e+01,-1.173374051e-01,16.713364198
greedy40,40,1.274275e+01,-1.069483659e-01,16.713364198
greedy40,40,1.319170e+01,-9.579366384e-02,16.713364198
greedy40,40,1.365647e+01,-8.387168137e-02,16.713364198
greedy40,40,1.413761e+01,-7.118777697e-02,16.713364198
greedy40,40,1.463570e+01,-5.775606629e-02,16.713364198
greedy40,40,1.515134e+01,-4.360183343e-02,16.713364198
greedy40,40,1.568515e+01,-2.876492609e-02,16.713364198
greedy40,40,1.623777e+01,-1.330475942e-02,16.713364198
greedy40,40,1.680985e+01,2.691904986e-03,16.713364198
greedy40,40,1.740209e+01,1.909809067e-02,16.713364198
greedy40,40,1.801520e+01,3.572374279e-02,16.713364198
greedy40,40,1.864991e+01,5.227171707e-02,16.713364198
greedy40,40,1.930698e+01,6.824436921e-02,16.713364198
greedy40,40,1.998720e+01,8.268000492e-02,16.713364198
greedy40,40,2.069138e+01,9.243789557e-02,16.713364198
greedy40,40,2.142037e+01,9.681549355e-02,16.713364198
greedy40,40,2.217505e+01,1.005451157e-01,16.713364198
greedy40,40,2.295632e+01,1.042768846e-01,16.713364198
greedy40,40,2.376511e+01,1.080952200e-01,16.713364198
greedy40,40,2.460240e+01,1.120250571e-01,16.713364198
greedy40,40,2.546918e+01,1.160781865e-01,16.713364198
greedy40,40,2.636651e+01,1.202622101e-01,16.713364198
greedy40,40,2.729545e+01,1.245830905e-01,16.713364198
greedy40,40,2.825712e+01,1.290460654e-01,16.713364198
greedy40,40,2.925266e+01,1.336560301e-01,16.713364198
greedy40,40,3.028329e+01,1.384177145e-01,16.713364198
greedy40,40,3.135022e+01,1.433357719e-01,16.713364198
greedy40,40,3.245474e+01,1.484148245e-01,16.713364198
greedy40,40,3.359818e+01,1.536594865e-01,16.713364198
greedy40,40,3.478191e+01,1.590743751e-01,16.713364198
greedy40,40,3.600733e+01,1.646641135e-01,16.713364198
greedy40,40,3.727594e+01,1.704333287e-01,16.713364198
greedy40,40,3.858923e+01,1.763866455e-01,16.713364198
greedy40,40,3.994880e+01,1.825286787e-01,16.713364198
greedy40,40,4.135627e+01,1.888640210e-01,16.713364198
greedy40,40,4.281332e+01,1.953972309e-01,16.713364198
greedy40,40,4.432171e+01,2.021328168e-01,16.713364198
greedy40,40,4.588325e+01,2.090752199e-01,16.713364198
greedy40,40,4.749979e+01,2.162287952e-01,16.713364198
greedy40,40,4.917330e+01,2.235977901e-01,16.713364198
greedy40,40,5.090576e+01,2.311863217e-01,16.713364198
greedy40,40,5.269926e+01,2.389983508e-01,16.713364198
greedy40,40,5.455595e+01,2.470376557e-01,16.713364198
greedy40,40,5.647805e+01,2.553078020e-01,16.713364198
greedy40,40,5.846787e+01,2.638121124e-01,16.713364198
greedy40,40,6.052780e+01,2.725536327e-01,16.713364198
greedy40,40,6.266030e+01,2.815350973e-01,16.713364198
greedy40,40,6.486794e+01,2.907588920e-01,16.713364198
greedy40,40,6.715335e+01,3.002270160e-01,16.713364198
greedy40,40,6.951928e+01,3.099410415e-01,16.713364198
greedy40,40,7.196857e+01,3.199020727e-01,16.713364198
greedy40,40,7.450415e+01,3.301107034e-01,16.713364198
greedy40,40,7.712906e+01,3.405669736e-01,16.713364198
greedy40,40,7.984645e+01,3.512703259e-01,16.713364198
greedy40,40,8.265959e+01,3.622195614e-01,16.713364198
greedy40,40,8.557183e+01,3.734127956e-01,16.713364198
greedy40,40,8.858668e+01,3.848474151e-01,16.713364198
greedy40,40,9.170775e+01,3.965200343e-01,16.713364198
greedy40,40,9.493877e+01,4.084264540e-01,16.713364198
greedy40,40,9.828363e+01,4.205616212e-01,16.713364198
greedy40,40,1.017463e+02,4.329195903e-01,16.713364198
greedy40,40,1.053310e+02,4.454934875e-01,16.713364198
greedy40,40,1.090420e+02,4.582754772e-01,16.713364198
greedy40,40,1.128838e+02,4.712567314e-01,16.713364198
greedy40,40,1.168609e+02,4.844274028e-01,16.713364198
greedy40,40,1.209781e+02,4.977766019e-01,16.713364198
greedy40,40,1.252404e+02,5.112923782e-01,16.713364198
greedy40,40,1.296528e+02,5.249617061e-01,16.713364198
greedy40,40,1.342207e+02,5.387704767e-01,16.713364198
greedy40,40,1.389495e+02,5.527034950e-01,16.713364198
greedy40,40,1.438450e+02,5.667444844e-01,16.713364198
greedy40,40,1.489129e+02,5.808760977e-01,16.713364198
greedy40,40,1.541594e+02,5.950799370e-01,16.713364198
greedy40,40,1.595907e+02,6.093365821e-01,16.713364198
greedy40,40,1.652133e+02,6.236256293e-01,16.713364198
greedy40,40,1.710341e+02,6.379257396e-01,16.713364198
greedy40,40,1.770599e+02,6.522147001e-01,16.713364198
greedy40,40,1.832981e+02,6.664694957e-01,16.713364198
greedy40,40,1.897560e+02,6.806663956e-01,16.713364198
greedy40,40,1.964414e+02,6.947810512e-01,16.713364198
greedy40,40,2.033624e+02,7.087886086e-01,16.713364198
greedy40,40,2.105272e+02,7.226638345e-01,16.713364198
greedy40,40,2.179445e+02,7.363812546e-01,16.713364198
greedy40,40,2.256230e+02,7.499153054e-01,16.713364198
greedy40,40,2.335721e+02,7.632404970e-01,16.713364198
greedy40,40,2.418013e+02,7.763315865e-01,16.713364198
greedy40,40,2.503204e+02,7.891637598e-01,16.713364198
greedy40,40,2.591396e+02,8.017128203e-01,16.713364198
greedy40,40,2.682696e+02,8.139553821e-01,16.713364198
greedy40,40,2.777212e+02,8.258690650e-01,16.713364198
greedy40,40,2.875058e+02,8.374326892e-01,16.713364198
greedy40,40,2.976351e+02,8.486264655e-01,16.713364198
greedy40,40,3.081214e+02,8.594321793e-01,16.713364198
greedy40,40,3.189770e+02,8.698333635e-01,16.713364198
greedy40,40,3.302151e+02,8.798154528e-01,16.713364198
greedy40,40,3.418492e+02,8.893658594e-01,16.713364198
greedy40,40,3.538932e+02,8.982312218e-01,16.713364198
greedy40,40,3.663615e+02,9.061449156e-01,16.713364198
greedy40,40,3.792690e+02,9.136872795e-01,16.713364198
greedy40,40,3.926313e+02,9.208554302e-01,16.713364198
greedy40,40,4.064644e+02,9.276477348e-01,16.713364198
greedy40,40,4.207849e+02,9.340641493e-01,16.713364198
greedy40,40,4.356099e+02,9.401062332e-01,16.713364198
greedy40,40,4.509572e+02,9.457771381e-01,16.713364198
greedy40,40,4.668452e+02,9.510815771e-01,16.713364198
greedy40,40,4.832930e+02,9.560257800e-01,16.713364198
greedy40,40,5.003203e+02,9.606174318e-01,16.713364198
greedy40,40,5.179475e+02,9.648655969e-01,16.713364198
greedy40,40,5.361957e+02,9.687806292e-01,16.713364198
greedy40,40,5.550868e+02,9.723740681e-01,16.713364198
greedy40,40,5.746435e+02,9.756585226e-01,16.713364198
greedy40,40,5.948892e+02,9.786475443e-01,16.713364198
greedy40,40,6.158482e+02,9.813554903e-01,16.713364198
greedy40,40,6.375456e+02,9.837973792e-01,16.713364198
greedy40,40,6.600075e+02,9.859887411e-01,16.713364198
greedy40,40,6.832607e+02,9.879454640e-01,16.713364198
greedy40,40,7.073332e+02,9.896836399e-01,16.713364198
greedy40,40,7.322538e+02,9.912194116e-01,16.713364198
greedy40,40,7.580524e+02,9.925688245e-01,16.713364198
greedy40,40,7.847600e+02,9.937476841e-01,16.713364198
greedy40,40,8.124085e+02,9.947714230e-01,16.713364198
greedy40,40,8.410311e+02,9.956549791e-01,16.713364198
greedy40,40,8.706621e+02,9.964126865e-01,16.713364198
greedy40,40,9.013370e+02,9.970581815e-01,16.713364198
greedy40,40,9.330927e+02,9.976043245e-01,16.713364198
greedy40,40,9.659673e+02,9.980631385e-01,16.713364198
greedy40,40,1.000000e+03,9.984457648e-01,16.713364198
rand25_55,25,1.000000e-03,8.753311697e-06,
rand25_55,25,1.035232e-03,9.061772361e-06,
rand25_55,25,1.071705e-03,9.381105369e-06,
rand25_55,25,1.109463e-03,9.711694114e-06,
rand25_55,25,1.148551e-03,1.005393552e-05,
rand25_55,25,1.189017e-03,1.040824051e-05,
rand25_55,25,1.230908e-03,1.077503454e-05,
rand25_55,25,1.274275e-03,1.115475806e-05,
rand25_55,25,1.319170e-03,1.154786707e-05,
rand25_55,25,1.365647e-03,1.195483369e-05,
rand25_55,25,1.413761e-03,1.237614669e-05,
rand25_55,25,1.463570e-03,1.281231211e-05,
rand25_55,25,1.515134e-03,1.326385386e-05,
rand25_55,25,1.568515e-03,1.373131436e-05,
rand25_55,25,1.623777e-03,1.421525518e-05,
rand25_55,25,1.680985e-03,1.471625771e-05,
rand25_55,25,1.740209e-03,1.523492393e-05,
rand25_55,25,1.801520e-03,1.577187702e-05,
rand25_55,25,1.864991e-03,1.632776225e-05,
rand25_55,25,1.930698e-03,1.690324764e-05,
rand25_55,25,1.998720e-03,1.749902484e-05,
rand25_55,25,2.069138e-03,1.811580995e-05,
rand25_55,25,2.142037e-03,1.875434437e-05,
rand25_55,25,2.217505e-03,1.941539573e-05,
rand25_55,25,2.295632e-03,2.009975879e-05,
rand25_55,25,2.376511e-03,2.080825641e-05,
rand25_55,25,2.460240e-03,2.154174057e-05,
rand25_55,25,2.546918e-03,2.230109337e-05,
rand25_55,25,2.636651e-03,2.308722812e-05,
rand25_55,25,2.729545e-03,2.390109044e-05,
rand25_55,25,2.825712e-03,2.474365943e-05,
rand25_55,25,2.925266e-03,2.561594882e-05,
rand25_55,25,3.028329e-03,2.651900824e-05,
rand25_55,25,3.135022e-03,2.745392448e-05,
