mu,nu,genus,dm2,dt,mid,sup,inf,tau_sup,tau_inf,sign_changes
USp4 x 3.SU2,5.SU2,5.0,-15.0,5.0,-1.3920151251,0.0000000000,-2.7840302503,0,1.20226,0
SU2 x SU2 x 3.SU2,2.SU2 x 3.SU2,5.0,-2.0,1.5,-0.3617068090,0.0000000000,-0.7234136180,0,1.69824,0
SU2 x SU2 x 3.SU2,SU2 x 4.SU2,5.0,-6.0,1.5,-0.5614880551,0.0000000000,-1.1229761102,0,0.977237,0
SU2 x SU2 x 3.SU2,5.SU2,5.0,-14.0,3.0,-1.1696022236,0.0000000000,-2.3392044472,0,0.912011,0
2.SU2 x 3.SU2,SU2 x 4.SU2,5.0,-4.0,0.0,-0.2757928490,0.0000000000,-0.5515856980,0,0.552713,0
2.SU2 x 3.SU2,5.SU2,5.0,-12.0,1.5,-0.8724851616,0.0000000000,-1.7449703232,0,0.691831,0
SU2 x 4.SU2,5.SU2,5.0,-8.0,1.5,-0.6096029639,0.0000000000,-1.2192059278,0,0.851138,0
USp12,USp6 x USp6,6.0,-1.0,18.0,-1.1309343507,0.0000000000,-2.2618687013,0,7.62957,0
USp12,USp4 x USp8,6.0,-1.0,16.0,-1.0155941262,0.0000000000,-2.0311882524,0,7.49894,0
USp12,SU2 x USp10,6.0,-1.0,10.0,-0.6566609321,0.0000000000,-1.3133218642,0,7.24436,0
USp12,USp4 x USp4 x USp4,6.0,-2.0,24.0,-1.7141164075,0.0000000000,-3.4282328151,0,6.64508,0
USp12,SU2 x USp4 x USp6,6.0,-2.0,22.0,-1.5464934996,0.0000000000,-3.0929869992,0,6.76083,0
USp12,SU2 x SU2 x USp8,6.0,-2.0,18.0,-1.2661454107,0.0000000000,-2.5322908214,0,6.64508,0
USp12,2.USp6,6.0,-3.0,28.5,-2.2083794844,0.0000000000,-4.4167589688,0,5.99101,0
USp12,SU2 x SU2 x USp4 x USp4,6.0,-3.0,26.0,-1.9766781255,0.0000000000,-3.9533562510,0,6.09537,0
USp12,SU2 x SU2 x SU2 x USp6,6.0,-3.0,24.0,-1.8076626404,0.0000000000,-3.6153252808,0,6.20155,0
USp12,USp4 x 2.USp4,6.0,-4.0,29.0,-2.3604967383,0.0000000000,-4.7209934766,0,5.59114,0
USp12,SU2 x SU2 x SU2 x SU2 x USp4,6.0,-4.0,28.0,-2.2469811044,0.0000000000,-4.4939622088,0,5.68853,0
USp12,2.SU2 x USp8,6.0,-4.0,19.5,-1.5071277062,0.0000000000,-3.0142554124,0,5.88844,0
USp12,SU2 x SU2 x 2.USp4,6.0,-5.0,31.0,-2.6396084650,0.0000000000,-5.2792169301,0,5.30884,0
USp12,SU2 x SU2 x SU2 x SU2 x SU2 x SU2,6.0,-5.0,30.0,-2.5241767066,0.0000000000,-5.0483534131,0,5.40132,0
USp12,2.SU2 x USp4 x USp4,6.0,-5.0,27.5,-2.2260661221,0.0000000000,-4.4521322441,0,5.68853,0
USp12,SU2 x 2.SU2 x USp6,6.0,-5.0,25.5,-2.0564342486,0.0000000000,-4.1128684972,0,5.68853,0
USp12,SU2 x SU2 x 2.SU2 x USp4,6.0,-6.0,29.5,-2.5048544252,0.0000000000,-5.0097088503,0,5.30884,0
USp12,2.SU2 x 2.USp4,6.0,-7.0,32.5,-2.9073661746,0.0000000000,-5.8147323491,0,4.86968,0
USp12,SU2 x SU2 x SU2 x SU2 x 2.SU2,6.0,-7.0,31.5,-2.7898115880,0.0000000000,-5.5796231761,0,4.9545,0
USp12,3.USp4,6.0,-8.0,34.0,-3.1881124416,0.0000000000,-6.3762248833,0,4.54465,0
USp12,2.SU2 x 2.SU2 x USp4,6.0,-8.0,31.0,-2.7728130377,0.0000000000,-5.5456260753,0,4.86968,0
USp12,SU2 x SU2 x 2.SU2 x 2.SU2,6.0,-9.0,33.0,-3.0651454718,0.0000000000,-6.1302909436,0,4.62381,0
USp12,3.SU2 x USp6,6.0,-9.0,27.0,-2.3581386119,0.0000000000,-4.7162772239,0,4.9545,0
USp12,SU2 x USp4 x 3.SU2,6.0,-10.0,31.0,-2.8160861367,0.0000000000,-5.6321722734,0,4.7863,0
USp12,2.SU2 x 2.SU2 x 2.SU2,6.0,-11.0,34.5,-3.3500924476,0.0000000000,-6.7001848952,0,4.24131,0
USp12,SU2 x SU2 x SU2 x 3.SU2,6.0,-11.0,33.0,-3.1108817848,0.0000000000,-6.2217635696,0,4.46684,0
USp12,SU2 x 2.SU2 x 3.SU2,6.0,-13.0,34.5,-3.3994111070,0.0000000000,-6.7988222139,0,4.16869,0
USp12,USp4 x 4.SU2,6.0,-16.0,32.5,-3.1668100059,0.0000000000,-6.3336200118,0,4.16869,0
USp12,3.SU2 x 3.SU2,6.0,-17.0,36.0,-3.7525689611,0.0000000000,-7.5051379222,0,3.69403,0
USp12,SU2 x SU2 x 4.SU2,6.0,-17.0,34.5,-3.4719198185,0.0000000000,-6.9438396370,0,3.95822,0
USp12,2.SU2 x 4.SU2,6.0,-19.0,36.0,-3.7760457162,0.0000000000,-7.5520914324,0,3.63078,0
USp12,SU2 x 5.SU2,6.0,-25.0,36.0,-3.8724382920,0.0000000000,-7.7448765839,0,3.38844,0
USp12,6.SU2,6.0,-35.0,37.5,-4.3164037001,0.0000000000,-8.6328074001,0,2.85102,0
USp6 x USp6,USp4 x USp8,6.0,0.0,-2.0,0.1158977910,0.2317955820,0.0000000000,8.31764,0,0
USp6 x USp6,SU2 x USp10,6.0,0.0,-8.0,0.4760152708,0.9520305416,0.0000000000,8.17523,0,0
USp6 x USp6,USp4 x USp4 x USp4,6.0,-1.0,6.0,-0.6277541929,0.0000000000,-1.2555083859,0,4.46684,0
USp6 x USp6,SU2 x USp4 x USp6,6.0,-1.0,4.0,-0.4653155709,0.0000000000,-0.9306311417,0,3.95822,0
USp6 x USp6,SU2 x SU2 x USp8,6.0,-1.0,0.0,-0.2963641297,0.0000000000,-0.5927282594,0,2.20039,0
USp6 x USp6,2.USp6,6.0,-2.0,10.5,-1.1652686466,0.0000000000,-2.3305372932,0,4.09732,0
USp6 x USp6,SU2 x SU2 x USp4 x USp4,6.0,-2.0,8.0,-0.9306311417,0.0000000000,-1.8612622834,0,3.95822,0
USp6 x USp6,SU2 x SU2 x SU2 x USp6,6.0,-2.0,6.0,-0.7765060655,0.0000000000,-1.5530121310,0,3.50752,0
USp6 x USp6,USp4 x 2.USp4,6.0,-3.0,11.0,-1.3626754961,0.0000000000,-2.7253509923,0,3.63078,0
USp6 x USp6,SU2 x SU2 x SU2 x SU2 x USp4,6.0,-3.0,10.0,-1.2400732420,0.0000000000,-2.4801464839,0,3.69403,0
USp6 x USp6,2.SU2 x USp8,6.0,-3.0,1.5,-0.6532638631,0.0000000000,-1.3065277263,0,1.98381,0
USp6 x USp6,SU2 x SU2 x 2.USp4,6.0,-4.0,13.0,-1.6757185943,0.0000000000,-3.3514371886,0,3.50752,0
USp6 x USp6,SU2 x SU2 x SU2 x SU2 x SU2 x SU2,6.0,-4.0,12.0,-1.5530121310,0.0000000000,-3.1060242620,0,3.50752,0
USp6 x USp6,2.SU2 x USp4 x USp4,6.0,-4.0,9.5,-1.2387955953,0.0000000000,-2.4775911905,0,3.38844,0
USp6 x USp6,SU2 x 2.SU2 x USp6,6.0,-4.0,7.5,-1.0998241624,0.0000000000,-2.1996483248,0,2.95121,0
USp6 x USp6,SU2 x SU2 x 2.SU2 x USp4,6.0,-5.0,11.5,-1.5547788302,0.0000000000,-3.1095576603,0,3.27341,0
USp6 x USp6,2.SU2 x 2.USp4,6.0,-6.0,14.5,-1.9943153243,0.0000000000,-3.9886306486,0,3.21736,0
USp6 x USp6,SU2 x SU2 x SU2 x SU2 x 2.SU2,6.0,-6.0,13.5,-1.8719153185,0.0000000000,-3.7438306371,0,3.16228,0
USp6 x USp6,3.USp4,6.0,-7.0,16.0,-2.3245289772,0.0000000000,-4.6490579544,0,3.00262,0
USp6 x USp6,2.SU2 x 2.SU2 x USp4,6.0,-7.0,13.0,-1.8805008727,0.0000000000,-3.7610017455,0,3.00262,0
USp6 x USp6,SU2 x SU2 x 2.SU2 x 2.SU2,6.0,-8.0,15.0,-2.1996483248,0.0000000000,-4.3992966496,0,2.95121,0
USp6 x USp6,3.SU2 x USp6,6.0,-8.0,9.0,-1.5170069534,0.0000000000,-3.0340139068,0,2.39883,0
USp6 x USp6,SU2 x USp4 x 3.SU2,6.0,-9.0,13.0,-1.9504515961,0.0000000000,-3.9009031921,0,2.80221,0
USp6 x USp6,2.SU2 x 2.SU2 x 2.SU2,6.0,-10.0,16.5,-2.5342275886,0.0000000000,-5.0684551772,0,2.75423,0
USp6 x USp6,SU2 x SU2 x SU2 x 3.SU2,6.0,-10.0,15.0,-2.2700043265,0.0000000000,-4.5400086530,0,2.80221,0
USp6 x USp6,SU2 x 2.SU2 x 3.SU2,6.0,-12.0,16.5,-2.6087970902,0.0000000000,-5.2175941805,0,2.66073,0
USp6 x USp6,USp4 x 4.SU2,6.0,-15.0,14.5,-2.4035394246,0.0000000000,-4.8070788493,0,2.39883,0
USp6 x USp6,3.SU2 x 3.SU2,6.0,-16.0,18.0,-3.0340139068,0.0000000000,-6.0680278136,0,2.39883,0
USp6 x USp6,SU2 x SU2 x 4.SU2,6.0,-16.0,16.5,-2.7207641187,0.0000000000,-5.4415282374,0,2.44062,0
USp6 x USp6,2.SU2 x 4.SU2,6.0,-18.0,18.0,-3.0697068546,0.0000000000,-6.1394137093,0,2.35776,0
USp6 x USp6,SU2 x 5.SU2,6.0,-24.0,18.0,-3.2166762691,0.0000000000,-6.4333525382,0,2.12569,0
USp6 x USp6,6.SU2,6.0,-34.0,19.5,-3.7538141625,0.0000000000,-7.5076283249,0,1.8514,0
USp4 x USp8,SU2 x USp10,6.0,0.0,-6.0,0.3601894415,0.7203788830,0.0000000000,8.03526,0,0
USp4 x USp8,USp4 x USp4 x USp4,6.0,-1.0,8.0,-0.7219961242,0.0000000000,-1.4439922483,0,5.21795,0
USp4 x USp8,SU2 x USp4 x USp6,6.0,-1.0,6.0,-0.5530113274,0.0000000000,-1.1060226548,0,5.04081,0
USp4 x USp8,SU2 x SU2 x USp8,6.0,-1.0,2.0,-0.3195527304,0.0000000000,-0.6391054609,0,2.80221,0
USp4 x USp8,2.USp6,6.0,-2.0,12.5,-1.2493635152,0.0000000000,-2.4987270305,0,4.54465,0
USp4 x USp8,SU2 x SU2 x USp4 x USp4,6.0,-2.0,10.0,-1.0122984707,0.0000000000,-2.0245969414,0,4.54465,0
USp4 x USp8,SU2 x SU2 x SU2 x USp6,6.0,-2.0,8.0,-0.8476569462,0.0000000000,-1.6953138924,0,4.24131,0
USp4 x USp8,USp4 x 2.USp4,6.0,-3.0,13.0,-1.4337011705,0.0000000000,-2.8674023411,0,4.09732,0
USp4 x USp8,SU2 x SU2 x SU2 x SU2 x USp4,6.0,-3.0,12.0,-1.3122928003,0.0000000000,-2.6245856005,0,4.16869,0
USp4 x USp8,2.SU2 x USp8,6.0,-3.0,3.5,-0.6671115648,0.0000000000,-1.3342231296,0,2.20039,0
USp4 x USp8,SU2 x SU2 x 2.USp4,6.0,-4.0,15.0,-1.7405025725,0.0000000000,-3.4810051451,0,3.82384,0
USp4 x USp8,SU2 x SU2 x SU2 x SU2 x SU2 x SU2,6.0,-4.0,14.0,-1.6183128955,0.0000000000,-3.2366257911,0,3.89045,0
USp4 x USp8,2.SU2 x USp4 x USp4,6.0,-4.0,11.5,-1.3035206434,0.0000000000,-2.6070412868,0,3.89045,0
USp4 x USp8,SU2 x 2.SU2 x USp6,6.0,-4.0,9.5,-1.1494337303,0.0000000000,-2.2988674605,0,3.50752,0
USp4 x USp8,SU2 x SU2 x 2.SU2 x USp4,6.0,-5.0,13.5,-1.6131361036,0.0000000000,-3.2262722073,0,3.69403,0
USp4 x USp8,2.SU2 x 2.USp4,6.0,-6.0,16.5,-2.0486462590,0.0000000000,-4.0972925181,0,3.50752,0
USp4 x USp8,SU2 x SU2 x SU2 x SU2 x 2.SU2,6.0,-6.0,15.5,-1.9259397958,0.0000000000,-3.8518795915,0,3.50752,0
USp4 x USp8,3.USp4,6.0,-7.0,18.0,-2.3702988649,0.0000000000,-4.7405977298,0,3.21736,0
USp4 x USp8,2.SU2 x 2.SU2 x USp4,6.0,-7.0,15.0,-1.9273037606,0.0000000000,-3.8546075211,0,3.27341,0
USp4 x USp8,SU2 x SU2 x 2.SU2 x 2.SU2,6.0,-8.0,17.0,-2.2442762358,0.0000000000,-4.4885524716,0,3.21736,0
USp4 x USp8,3.SU2 x USp6,6.0,-8.0,11.0,-1.5430586432,0.0000000000,-3.0861172865,0,2.70707,0
USp4 x USp8,SU2 x USp4 x 3.SU2,6.0,-9.0,15.0,-1.9911071908,0.0000000000,-3.9822143816,0,3.10814,0
USp4 x USp8,2.SU2 x 2.SU2 x 2.SU2,6.0,-10.0,18.5,-2.5714345949,0.0000000000,-5.1428691898,0,2.95121,0
USp4 x USp8,SU2 x SU2 x SU2 x 3.SU2,6.0,-10.0,17.0,-2.3095388491,0.0000000000,-4.6190776983,0,3.05492,0
USp4 x USp8,SU2 x 2.SU2 x 3.SU2,6.0,-12.0,18.5,-2.6414737564,0.0000000000,-5.2829475127,0,2.80221,0
USp4 x USp8,USp4 x 4.SU2,6.0,-15.0,16.5,-2.4280185978,0.0000000000,-4.8560371956,0,2.5704,0
USp4 x USp8,3.SU2 x 3.SU2,6.0,-16.0,20.0,-3.0577345971,0.0000000000,-6.1154691941,0,2.52639,0
USp4 x USp8,SU2 x SU2 x 4.SU2,6.0,-16.0,18.5,-2.7469833486,0.0000000000,-5.4939666972,0,2.61517,0
USp4 x USp8,2.SU2 x 4.SU2,6.0,-18.0,20.0,-3.0917304557,0.0000000000,-6.1834609113,0,2.48313,0
USp4 x USp8,SU2 x 5.SU2,6.0,-24.0,20.0,-3.2326242580,0.0000000000,-6.4652485160,0,2.23872,0
USp4 x USp8,6.SU2,6.0,-34.0,21.5,-3.7630173835,0.0000000000,-7.5260347669,0,1.91646,0
SU2 x USp10,USp4 x USp4 x USp4,6.0,-1.0,14.0,-1.0607879032,0.0000000000,-2.1215758064,0,6.30957,0
SU2 x USp10,SU2 x USp4 x USp6,6.0,-1.0,12.0,-0.8921490599,0.0000000000,-1.7842981198,0,6.41948,0
SU2 x USp10,SU2 x SU2 x USp8,6.0,-1.0,8.0,-0.6127845722,0.0000000000,-1.2255691443,0,6.09537,0
SU2 x USp10,2.USp6,6.0,-2.0,18.5,-1.5657824403,0.0000000000,-3.1315648806,0,5.49541,0
SU2 x USp10,SU2 x SU2 x USp4 x USp4,6.0,-2.0,16.0,-1.3310582043,0.0000000000,-2.6621164087,0,5.59114,0
SU2 x USp10,SU2 x SU2 x SU2 x USp6,6.0,-2.0,14.0,-1.1614182163,0.0000000000,-2.3228364326,0,5.59114,0
SU2 x USp10,USp4 x 2.USp4,6.0,-3.0,19.0,-1.7282454840,0.0000000000,-3.4564909679,0,5.04081,0
SU2 x USp10,SU2 x SU2 x SU2 x SU2 x USp4,6.0,-3.0,18.0,-1.6114601576,0.0000000000,-3.2229203153,0,5.12861,0
SU2 x USp10,2.SU2 x USp8,6.0,-3.0,9.5,-0.8724751068,0.0000000000,-1.7449502136,0,4.7863,0
SU2 x USp10,SU2 x SU2 x 2.USp4,6.0,-4.0,21.0,-2.0184852212,0.0000000000,-4.0369704425,0,4.70435,0
SU2 x USp10,SU2 x SU2 x SU2 x SU2 x SU2 x SU2,6.0,-4.0,20.0,-1.8998188581,0.0000000000,-3.7996377161,0,4.7863,0
SU2 x USp10,2.SU2 x USp4 x USp4,6.0,-4.0,17.5,-1.5934995251,0.0000000000,-3.1869990503,0,5.04081,0
SU2 x USp10,SU2 x 2.SU2 x USp6,6.0,-4.0,15.5,-1.4251010372,0.0000000000,-2.8502020743,0,4.9545,0
SU2 x USp10,SU2 x SU2 x 2.SU2 x USp4,6.0,-5.0,19.5,-1.8843981759,0.0000000000,-3.7687963517,0,4.62381,0
SU2 x USp10,2.SU2 x 2.USp4,6.0,-6.0,22.5,-2.3021666569,0.0000000000,-4.6043333139,0,4.31519,0
SU2 x USp10,SU2 x SU2 x SU2 x SU2 x 2.SU2,6.0,-6.0,21.5,-2.1815563027,0.0000000000,-4.3631126054,0,4.31519,0
SU2 x USp10,3.USp4,6.0,-7.0,24.0,-2.6003547248,0.0000000000,-5.2007094497,0,3.95822,0
SU2 x USp10,2.SU2 x 2.SU2 x USp4,6.0,-7.0,21.0,-2.1700725122,0.0000000000,-4.3401450245,0,4.16869,0
SU2 x USp10,SU2 x SU2 x 2.SU2 x 2.SU2,6.0,-8.0,23.0,-2.4747769301,0.0000000000,-4.9495538602,0,3.95822,0
SU2 x USp10,3.SU2 x USp6,6.0,-8.0,17.0,-1.7552391413,0.0000000000,-3.5104782826,0,4.09732,0
SU2 x USp10,SU2 x USp4 x 3.SU2,6.0,-9.0,21.0,-2.2204637251,0.0000000000,-4.4409274502,0,4.02717,0
SU2 x USp10,2.SU2 x 2.SU2 x 2.SU2,6.0,-10.0,24.5,-2.7786840322,0.0000000000,-5.5573680645,0,3.63078,0
SU2 x USp10,SU2 x SU2 x SU2 x 3.SU2,6.0,-10.0,23.0,-2.5278634890,0.0000000000,-5.0557269780,0,3.82384,0
SU2 x USp10,SU2 x 2.SU2 x 3.SU2,6.0,-12.0,24.5,-2.8363906290,0.0000000000,-5.6727812581,0,3.50752,0
SU2 x USp10,USp4 x 4.SU2,6.0,-15.0,22.5,-2.6063388190,0.0000000000,-5.2126776380,0,3.38844,0
SU2 x USp10,3.SU2 x 3.SU2,6.0,-16.0,26.0,-3.2197911994,0.0000000000,-6.4395823987,0,3.05492,0
SU2 x USp10,SU2 x SU2 x 4.SU2,6.0,-16.0,24.5,-2.9224824650,0.0000000000,-5.8449649300,0,3.27341,0
SU2 x USp10,2.SU2 x 4.SU2,6.0,-18.0,26.0,-3.2480116193,0.0000000000,-6.4960232386,0,3.00262,0
SU2 x USp10,SU2 x 5.SU2,6.0,-24.0,26.0,-3.3651123950,0.0000000000,-6.7302247900,0,2.70707,0
SU2 x USp10,6.SU2,6.0,-34.0,27.5,-3.8583077423,0.0000000000,-7.7166154846,0,2.23872,0
USp4 x USp4 x USp4,SU2 x USp4 x USp6,6.0,0.0,-2.0,0.1696399880,0.3392799761,0.0000000000,5.59114,0,0
USp4 x USp4 x USp4,SU2 x SU2 x USp8,6.0,0.0,-6.0,0.4482260135,0.8964520270,0.0000000000,6.41948,0,0
USp4 x USp4 x USp4,2.USp6,6.0,-1.0,4.5,-0.5416987627,0.0000000000,-1.0833975253,0,3.69403,0
USp4 x USp4 x USp4,SU2 x SU2 x USp4 x USp4,6.0,-1.0,2.0,-0.3195527304,0.0000000000,-0.6391054609,0,2.80221,0
USp4 x USp4 x USp4,SU2 x SU2 x SU2 x USp6,6.0,-1.0,0.0,-0.2332239775,0.0000000000,-0.4664479549,0,1.69824,0
USp4 x USp4 x USp4,USp4 x 2.USp4,6.0,-2.0,5.0,-0.7598257988,0.0000000000,-1.5196515976,0,2.90068,0
USp4 x USp4 x USp4,SU2 x SU2 x SU2 x SU2 x USp4,6.0,-2.0,4.0,-0.6391054609,0.0000000000,-1.2782109217,0,2.80221,0
USp4 x USp4 x USp4,2.SU2 x USp8,6.0,-2.0,-4.5,-0.0638882231,0.4635042948,-0.5912807409,9.54993,1.08393,1
USp4 x USp4 x USp4,SU2 x SU2 x 2.USp4,6.0,-3.0,7.0,-1.0792242442,0.0000000000,-2.1584484884,0,2.85102,0
USp4 x USp4 x USp4,SU2 x SU2 x SU2 x SU2 x SU2 x SU2,6.0,-3.0,6.0,-0.9586581913,0.0000000000,-1.9173163826,0,2.80221,0
USp4 x USp4 x USp4,2.SU2 x USp4 x USp4,6.0,-3.0,3.5,-0.6671115648,0.0000000000,-1.3342231296,0,2.20039,0
USp4 x USp4 x USp4,SU2 x 2.SU2 x USp6,6.0,-3.0,1.5,-0.5949307865,0.0000000000,-1.1898615729,0,1.69824,0
USp4 x USp4 x USp4,SU2 x SU2 x 2.SU2 x USp4,6.0,-4.0,5.5,-0.9826184858,0.0000000000,-1.9652369716,0,2.39883,0
USp4 x USp4 x USp4,2.SU2 x 2.USp4,6.0,-5.0,8.5,-1.4179879610,0.0000000000,-2.8359759219,0,2.61517,0
USp4 x USp4 x USp4,SU2 x SU2 x SU2 x SU2 x 2.SU2,6.0,-5.0,7.5,-1.3002983178,0.0000000000,-2.6005966355,0,2.52639,0
USp4 x USp4 x USp4,3.USp4,6.0,-6.0,10.0,-1.7660774949,0.0000000000,-3.5321549898,0,2.44062,0
USp4 x USp4 x USp4,2.SU2 x 2.SU2 x USp4,6.0,-6.0,7.0,-1.3342231296,0.0000000000,-2.6684462591,0,2.20039,0
USp4 x USp4 x USp4,SU2 x SU2 x 2.SU2 x 2.SU2,6.0,-7.0,9.0,-1.6488062684,0.0000000000,-3.2976125369,0,2.31739,0
USp4 x USp4 x USp4,3.SU2 x USp6,6.0,-7.0,3.0,-1.0731961187,0.0000000000,-2.1463922375,0,1.50487,0
USp4 x USp4 x USp4,SU2 x USp4 x 3.SU2,6.0,-8.0,7.0,-1.4272406433,0.0000000000,-2.8544812867,0,2.01837,0
USp4 x USp4 x USp4,2.SU2 x 2.SU2 x 2.SU2,6.0,-9.0,10.5,-2.0013346943,0.0000000000,-4.0026693887,0,2.20039,0
USp4 x USp4 x USp4,SU2 x SU2 x SU2 x 3.SU2,6.0,-9.0,9.0,-1.7368455375,0.0000000000,-3.4736910749,0,2.16272,0
USp4 x USp4 x USp4,SU2 x 2.SU2 x 3.SU2,6.0,-11.0,10.5,-2.0930462221,0.0000000000,-4.1860924443,0,2.0893,0
USp4 x USp4 x USp4,USp4 x 4.SU2,6.0,-14.0,8.5,-1.9374824217,0.0000000000,-3.8749648433,0,1.69824,0
USp4 x USp4 x USp4,3.SU2 x 3.SU2,6.0,-15.0,12.0,-2.5499745974,0.0000000000,-5.0999491947,0,1.91646,0
USp4 x USp4 x USp4,SU2 x SU2 x 4.SU2,6.0,-15.0,10.5,-2.2337890053,0.0000000000,-4.4675780105,0,1.88365,0
USp4 x USp4 x USp4,2.SU2 x 4.SU2,6.0,-17.0,12.0,-2.5945157921,0.0000000000,-5.1890315841,0,1.8514,0
USp4 x USp4 x USp4,SU2 x 5.SU2,6.0,-23.0,12.0,-2.7776678607,0.0000000000,-5.5553357215,0,1.64059,0
USp4 x USp4 x USp4,6.SU2,6.0,-33.0,13.5,-3.3598148870,0.0000000000,-6.7196297741,0,1.45378,0
SU2 x USp4 x USp6,SU2 x SU2 x USp8,6.0,0.0,-4.0,0.2804079321,0.5608158641,0.0000000000,6.8786,0,0
SU2 x USp4 x USp6,2.USp6,6.0,-1.0,6.5,-0.7004487138,0.0000000000,-1.4008974276,0,4.24131,0
SU2 x USp4 x USp6,SU2 x SU2 x USp4 x USp4,6.0,-1.0,4.0,-0.4653155709,0.0000000000,-0.9306311417,0,3.95822,0
SU2 x USp4 x USp6,SU2 x SU2 x SU2 x USp6,6.0,-1.0,2.0,-0.3195527304,0.0000000000,-0.6391054609,0,2.80221,0
SU2 x USp4 x USp6,USp4 x 2.USp4,6.0,-2.0,7.0,-0.8992125288,0.0000000000,-1.7984250576,0,3.50752,0
SU2 x USp4 x USp6,SU2 x SU2 x SU2 x SU2 x USp4,6.0,-2.0,6.0,-0.7765060655,0.0000000000,-1.5530121310,0,3.50752,0
SU2 x USp4 x USp6,2.SU2 x USp8,6.0,-2.0,-2.5,-0.2327588795,0.1737602041,-0.6392779632,14.2069,1.24451,1
SU2 x USp4 x USp6,SU2 x SU2 x 2.USp4,6.0,-3.0,9.0,-1.2146100716,0.0000000000,-2.4292201432,0,3.27341,0
SU2 x USp4 x USp6,SU2 x SU2 x SU2 x SU2 x SU2 x SU2,6.0,-3.0,8.0,-1.0920544090,0.0000000000,-2.1841088181,0,3.27341,0
SU2 x USp4 x USp6,2.SU2 x USp4 x USp4,6.0,-3.0,5.5,-0.7807933532,0.0000000000,-1.5615867065,0,3.05492,0
SU2 x USp4 x USp6,SU2 x 2.SU2 x USp6,6.0,-3.0,3.5,-0.6671115648,0.0000000000,-1.3342231296,0,2.20039,0
SU2 x USp4 x USp6,SU2 x SU2 x 2.SU2 x USp4,6.0,-4.0,7.5,-1.0998241624,0.0000000000,-2.1996483248,0,2.95121,0
SU2 x USp4 x USp6,2.SU2 x 2.USp4,6.0,-5.0,10.5,-1.5403967141,0.0000000000,-3.0807934283,0,2.95121,0
SU2 x USp4 x USp6,SU2 x SU2 x SU2 x SU2 x 2.SU2,6.0,-5.0,9.5,-1.4191017641,0.0000000000,-2.8382035282,0,2.90068,0
SU2 x USp4 x USp6,3.USp4,6.0,-6.0,12.0,-1.8786452467,0.0000000000,-3.7572904935,0,2.75423,0
SU2 x USp4 x USp6,2.SU2 x 2.SU2 x USp4,6.0,-6.0,9.0,-1.4370958770,0.0000000000,-2.8741917540,0,2.61517,0
SU2 x USp4 x USp6,SU2 x SU2 x 2.SU2 x 2.SU2,6.0,-7.0,11.0,-1.7562894000,0.0000000000,-3.5125788001,0,2.66073,0
SU2 x USp4 x USp6,3.SU2 x USp6,6.0,-7.0,5.0,-1.1256927554,0.0000000000,-2.2513855109,0,1.75792,0
SU2 x USp4 x USp6,SU2 x USp4 x 3.SU2,6.0,-8.0,9.0,-1.5170069534,0.0000000000,-3.0340139068,0,2.39883,0
SU2 x USp4 x USp6,2.SU2 x 2.SU2 x 2.SU2,6.0,-9.0,12.5,-2.1002947526,0.0000000000,-4.2005895051,0,2.48313,0
SU2 x USp4 x USp6,SU2 x SU2 x SU2 x 3.SU2,6.0,-9.0,11.0,-1.8344522293,0.0000000000,-3.6689044585,0,2.48313,0
SU2 x USp4 x USp6,SU2 x 2.SU2 x 3.SU2,6.0,-11.0,12.5,-2.1832711958,0.0000000000,-4.3665423917,0,2.31739,0
SU2 x USp4 x USp6,USp4 x 4.SU2,6.0,-14.0,10.5,-2.0028385187,0.0000000000,-4.0056770374,0,1.94984,0
SU2 x USp4 x USp6,3.SU2 x 3.SU2,6.0,-15.0,14.0,-2.6269858839,0.0000000000,-5.2539717678,0,2.0893,0
SU2 x USp4 x USp6,SU2 x SU2 x 4.SU2,6.0,-15.0,12.5,-2.3103193928,0.0000000000,-4.6206387855,0,2.12569,0
SU2 x USp4 x USp6,2.SU2 x 4.SU2,6.0,-17.0,14.0,-2.6676315074,0.0000000000,-5.3352630148,0,2.01837,0
SU2 x USp4 x USp6,SU2 x 5.SU2,6.0,-23.0,14.0,-2.8363474056,0.0000000000,-5.6726948112,0,1.8197,0
SU2 x USp4 x USp6,6.SU2,6.0,-33.0,15.5,-3.4048255684,0.0000000000,-6.8096511369,0,1.55776,0
SU2 x SU2 x USp8,2.USp6,6.0,-1.0,10.5,-0.9584336564,0.0000000000,-1.9168673128,0,5.04081,0
SU2 x SU2 x USp8,SU2 x SU2 x USp4 x USp4,6.0,-1.0,8.0,-0.7219961242,0.0000000000,-1.4439922483,0,5.21795,0
SU2 x SU2 x USp8,SU2 x SU2 x SU2 x USp6,6.0,-1.0,6.0,-0.5530113274,0.0000000000,-1.1060226548,0,5.04081,0
SU2 x SU2 x USp8,USp4 x 2.USp4,6.0,-2.0,11.0,-1.1321051808,0.0000000000,-2.2642103617,0,4.46684,0
SU2 x SU2 x USp8,SU2 x SU2 x SU2 x SU2 x USp4,6.0,-2.0,10.0,-1.0122984707,0.0000000000,-2.0245969414,0,4.54465,0
SU2 x SU2 x USp8,2.SU2 x USp8,6.0,-2.0,1.5,-0.3617068090,0.0000000000,-0.7234136180,0,1.69824,0
